SupplierID,PurchaseOrderID,TransactionAmount,IsFinalized,SupplierName,SupplierCategoryID,PersonID,Goods_Category
7,685.0,55930075.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,686.0,198414468.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,687.0,55789315.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,688.0,198774648.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,689.0,57040257.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,690.0,198578412.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,691.0,57916612.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,692.0,725328.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,693.0,422280.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,694.0,198784584.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,695.0,58198132.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,696.0,198844200.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,697.0,59163084.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,698.0,200354472.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,699.0,59085914.40000001,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,700.0,201626280.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,701.0,59719334.40000001,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,702.0,202058496.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,703.0,59705755.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,704.0,824688.0000000001,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,705.0,140760.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,706.0,203623416.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,707.0,59987275.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,708.0,203437116.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,709.0,59814720.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,710.0,203782392.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,711.0,59642164.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,712.0,204450588.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,713.0,59469609.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,714.0,204294096.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,715.0,60073552.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,716.0,357696.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,717.0,204984648.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,718.0,59728442.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,719.0,205252920.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,720.0,59555887.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,721.0,205190820.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,722.0,59494615.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,723.0,206132256.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,724.0,60940800.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,725.0,206425368.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,726.0,61190524.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,727.0,347760.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,728.0,633420.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,729.0,206788032.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,730.0,62121362.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,731.0,208030032.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,732.0,62920547.99999999,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,733.0,207587880.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,734.0,63592552.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,735.0,208159200.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,736.0,65063743.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,737.0,208936692.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,738.0,66425968.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,739.0,350244.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,740.0,63590.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,741.0,208844784.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,742.0,66035484.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,743.0,210034620.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,744.0,66437395.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,745.0,210511548.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,746.0,67039020.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,747.0,210362508.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,748.0,67570264.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,749.0,211577184.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,750.0,68133304.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,751.0,819720.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,752.0,212223024.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,753.0,67851784.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,754.0,213390504.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,755.0,68133304.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,756.0,213509736.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,757.0,68151520.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,758.0,213912144.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,759.0,68049345.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,760.0,215387640.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,761.0,68003971.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,762.0,864431.9999999999,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,763.0,211140.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,764.0,217551204.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,765.0,68487523.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,766.0,217513944.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,767.0,68809946.39999999,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,768.0,217166184.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,769.0,68637391.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,770.0,216659448.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,771.0,69379776.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,772.0,217419552.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,773.0,69434258.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,774.0,173880.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,775.0,158976.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,776.0,217638144.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,777.0,70628565.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,778.0,217782216.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,779.0,70614986.39999999,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,780.0,219252744.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,781.0,71432388.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,782.0,220785372.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,783.0,71371116.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,784.0,222310548.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,785.0,71405229.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,786.0,119232.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,787.0,221664708.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,788.0,71271259.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,789.0,222372648.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,790.0,71689068.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,791.0,223097976.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,792.0,72065973.60000001,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,793.0,224662896.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,794.0,73514476.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,795.0,226324692.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,796.0,74327241.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,797.0,663228.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,798.0,942264.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,799.0,226779264.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,800.0,75167330.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,801.0,226590480.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,802.0,75160540.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,803.0,226699776.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,804.0,74987985.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,805.0,228031200.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,806.0,75637303.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,807.0,229230972.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,808.0,76098168.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,809.0,2454192.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,810.0,783288.0000000001,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,811.0,232504884.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,812.0,77056329.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,813.0,232614180.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,814.0,77235674.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,815.0,233664912.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,816.0,77349276.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,817.0,234598896.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,818.0,77319799.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,819.0,236012292.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,820.0,77306220.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,821.0,235878156.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,822.0,77244948.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,823.0,235893060.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,824.0,77142772.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,825.0,236645712.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,826.0,78441408.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,827.0,238036752.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,828.0,78268852.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,829.0,238953348.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,830.0,78879585.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,831.0,730296.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,832.0,158976.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,833.0,241193916.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,834.0,79603920.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,835.0,241501932.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,836.0,79494955.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,837.0,243181116.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,838.0,79707420.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,839.0,243533844.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,840.0,79652854.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,841.0,243191052.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,842.0,80172716.39999999,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,843.0,814751.9999999999,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,844.0,243849312.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,845.0,80257294.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,846.0,244708776.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,847.0,80409441.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,848.0,245506140.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,849.0,81780692.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,850.0,247264812.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,851.0,81755809.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,852.0,247875876.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,853.0,82418832.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,854.0,270756.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,855.0,127180.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,856.0,249239592.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,857.0,83223190.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,858.0,249249528.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,859.0,83071130.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,860.0,249465636.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,861.0,85369118.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,862.0,251142336.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,863.0,86542063.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,864.0,252580572.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,865.0,88130293.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,866.0,211140.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,867.0,252602928.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,868.0,87746680.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,869.0,253522008.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,870.0,88078168.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,871.0,253484748.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,872.0,89254220.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,873.0,255943908.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,874.0,89070361.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,875.0,256872924.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,876.0,89427520.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,877.0,717876.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,878.0,681112.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,879.0,257836716.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,880.0,90341798.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,881.0,257772132.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,882.0,90824688.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,883.0,258867576.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,884.0,91074535.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,885.0,259458768.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,886.0,90986065.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,887.0,259637616.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,888.0,90872503.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
7,889.0,78660.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,890.0,260238744.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,891.0,91518717.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,892.0,261744048.00000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,893.0,92739438.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,894.0,262355112.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,895.0,93222036.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,896.0,263887740.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,897.0,93781227.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,898.0,265636476.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,899.0,93942478.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,900.0,1202256.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,901.0,267002676.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,902.0,93574764.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,903.0,266833764.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,904.0,93480868.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,905.0,267899400.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,906.0,94101868.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,907.0,269039556.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,908.0,95961848.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,909.0,270385884.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,910.0,96661134.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,911.0,1552500.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,912.0,271724760.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,913.0,96605121.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,914.0,272546964.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,915.0,96814065.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,916.0,272820204.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,917.0,96839816.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,918.0,273299616.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,919.0,96678648.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,920.0,274596264.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,921.0,96818702.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,922.0,1480463.9999999998,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,923.0,277375860.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,924.0,97362079.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,925.0,278642700.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,926.0,97623187.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,927.0,278717220.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,928.0,98432888.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,929.0,278607924.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,930.0,100016730.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,931.0,279397836.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,932.0,100133269.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,933.0,705456.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,934.0,280632384.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,935.0,99948585.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,936.0,280592640.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,937.0,100296054.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,938.0,280155456.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,939.0,100241488.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,940.0,281228544.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,941.0,100179388.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,942.0,282184884.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,943.0,100126479.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,944.0,844560.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,945.0,158976.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,946.0,282940020.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,947.0,100281027.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,948.0,282790980.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,949.0,100639011.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,950.0,283076640.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,951.0,101631081.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,952.0,283131288.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,953.0,101399529.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,954.0,283501404.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,955.0,101372994.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,956.0,283801968.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,957.0,101931519.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,958.0,283978332.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,959.0,102327926.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,960.0,284609268.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,961.0,102926570.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,962.0,285918336.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,963.0,102838096.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,964.0,288881748.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,965.0,102822861.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,966.0,1316520.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,967.0,351900.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,968.0,290501316.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,969.0,102972772.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,970.0,291316068.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,971.0,103356507.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,972.0,291790512.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,973.0,103876369.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,974.0,292749336.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,975.0,103676612.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,976.0,294125472.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,977.0,103464727.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,978.0,39744.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,979.0,308761.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,980.0,293735484.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,981.0,103630536.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,982.0,294721632.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,983.0,103635129.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,984.0,295973568.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,985.0,103953042.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,986.0,296065476.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,987.0,104003010.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,988.0,295792236.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,989.0,103968111.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,990.0,613548.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,991.0,1237860.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,992.0,296192160.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,993.0,105727320.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,994.0,296127576.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,995.0,106569687.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,996.0,295923888.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,997.0,106433521.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,998.0,297011880.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,999.0,106388146.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1000.0,297483840.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1001.0,106620444.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1002.0,243432.00000000003,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,1003.0,297608040.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1004.0,106504689.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1005.0,297384480.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1006.0,106528784.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1007.0,299215188.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1008.0,107866087.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1009.0,298872396.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1010.0,107634535.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1011.0,299026404.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1012.0,108526003.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1013.0,327888.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,1014.0,299036340.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1015.0,108094698.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1016.0,299309580.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1017.0,108001630.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1018.0,300722976.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1019.0,107999352.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1020.0,301520340.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1021.0,107767803.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1022.0,301530276.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1023.0,108158410.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1024.0,1296648.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,1025.0,762796.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,1026.0,303547284.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
